"","X","RT","SERIALNO","SPORDER","PUMA","ST","ADJINC","AGEP","CIT","CITWP","COW","DDRS","DEAR","DEYE","DOUT","DPHY","DRAT","DRATX","DREM","ENG","FER","GCL","GCM","GCR","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTR","LANP","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPI","MLPJ","MLPK","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RELP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKL","WKW","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DIS","DRIVESP","ESP","ESR","FHICOVP","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","MIGPUMA","MIGSP","MSP","NAICSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","SOCP","VPS","WAOB","FAGEP","FANCP","FCITP","FCITWP","FCOWP","FDDRSP","FDEARP","FDEYEP","FDISP","FDOUTP","FDPHYP","FDRATP","FDRATXP","FDREMP","FENGP","FESRP","FFERP","FFODP","FGCLP","FGCMP","FGCRP","FHINS1P","FHINS2P","FHINS3C","FHINS3P","FHINS4C","FHINS4P","FHINS5C","FHINS5P","FHINS6P","FHINS7P","FHISP","FINDP","FINTP","FJWDP","FJWMNP","FJWRIP","FJWTRP","FLANP","FLANXP","FMARHDP","FMARHMP","FMARHTP","FMARHWP","FMARHYP","FMARP","FMIGP","FMIGSP","FMILPP","FMILSP","FOCCP","FOIP","FPAP","FPERNP","FPINCP","FPOBP","FPOWSP","FPRIVCOVP","FPUBCOVP","FRACP","FRELP","FRETP","FSCHGP","FSCHLP","FSCHP","FSEMP","FSEXP","FSSIP","FSSP","FWAGP","FWKHP","FWKLP","FWKWP","FWRKP","FYOEP","stdworker"
"7508",33787,"P",1127096,3,3420,"Illinois/IL",1007588,46,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,10,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Biological son or daughter","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Male","None","None",47000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months",NA,NA,"Not reported","Not reported","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","Yes","FINE ARTS",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","RET-NOT SPECIFIED RETAIL TRADE","2:10 a.m. to 2:14 a.m.","2:00 a.m. to 2:29 a.m.",NA,NA,"Never married","RET-NOT SPECIFIED RETAIL TRADE","Native",NA,"No (includes GQ)","SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS",NA,47000,47000,"Illinois/IL","254","03400","Illinois/IL","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","No","No","In subfamily 1","Parent in a parent/child subfamily","SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS",NA,"US state (POB = 001-059)","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",TRUE
"16577",75426,"P",283694,2,2302,"Pennsylvania/PA",1007588,45,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,30,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","Two times","No",2012,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Associate's degree",0,"Male","None","None",69000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","Italian","English",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","MED-OUTPATIENT CARE CENTERS","9:30 a.m. to 9:34 a.m.","9:00 a.m. to 9:04 a.m.",NA,NA,"Now married, spouse present","MED-OUTPATIENT CARE CENTERS","Native",NA,"No (includes GQ)","HLS-PHYSICAL THERAPIST ASSISTANTS AND AIDES",NA,69000,69000,"Pennsylvania/PA","501 percent or more","02300","Pennsylvania/PA","With private health insurance coverage","Without public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"HLS-PHYSICAL THERAPIST ASSISTANTS AND AIDES",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"4399",19572,"P",1080210,2,1300,"Connecticut/CT",1007588,23,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No",0,30,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Biological son or daughter","None","Yes, public school or public college","Graduate or professional school beyond a bachelor's degree","Bachelor's degree",0,"Male","None","None",50000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","Italian","British",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","FINANCE",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","FIN-INSURANCE CARRIERS AND RELATED ACTIVITIES","7:30 a.m. to 7:34 a.m.","7:00 a.m. to 7:04 a.m.",NA,NA,"Never married","FIN-INSURANCE CARRIERS AND RELATED ACTIVITIES","Native",NA,"No (includes GQ)","MGR-FINANCIAL MANAGERS",NA,50000,50000,"Connecticut/CT","501 percent or more","00300","Connecticut/CT","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","No","No",NA,NA,"MGR-FINANCIAL MANAGERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"21943",98797,"P",651648,1,200,"Wisconsin/WI",1007588,37,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,22,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","Two times","No",2010,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Female","None","None",62000,45,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","French","English",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","ACCOUNTING","BUSINESS MANAGEMENT AND ADMINISTRATION","With health insurance coverage","Not Spanish/Hispanic/Latino","FIN-INSURANCE CARRIERS AND RELATED ACTIVITIES","6:50 a.m. to 6:54 a.m.","6:30 a.m. to 6:34 a.m.",NA,NA,"Now married, spouse present","FIN-INSURANCE CARRIERS AND RELATED ACTIVITIES","Native",NA,"No (includes GQ)","BUS-MANAGEMENT ANALYSTS","Females with own children under 6 years only",62000,62000,"Wisconsin/WI","470","00200","Wisconsin/WI","With private health insurance coverage","Without public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","No","No",NA,NA,"BUS-MANAGEMENT ANALYSTS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"3696",16618,"P",1467916,1,3763,"California/CA",1007588,26,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Very well","No",NA,NA,NA,"No","No","No","Yes","No","No","No",0,30,"Drove alone","Car, truck, or van","Spanish","Yes, speaks another language","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","004800","None","Reference person","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Female","None","None",22000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Mexican","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Mexican","RET-BUILDING MATERIAL AND SUPPLIES DEALERS","7:00 a.m. to 7:04 a.m.","6:30 a.m. to 6:34 a.m.",NA,NA,"Never married","RET-BUILDING MATERIAL AND SUPPLIES DEALERS","Native",NA,"No (includes GQ)","SAL-RETAIL SALESPERSONS","Females with own children under 6 years only",22000,26800,"California/CA","352","03700","California/CA","Without private health insurance coverage","With public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"SAL-RETAIL SALESPERSONS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"191",926,"P",970959,3,1301,"Alabama/AL",1007588,25,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No",0,10,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Grandchild","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",18000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","African American","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","RET-GROCERY STORES","6:40 a.m. to 6:44 a.m.","6:30 a.m. to 6:34 a.m.",NA,NA,"Never married","RET-GROCERY STORES","Native",NA,"No (includes GQ)","OFF-STOCK CLERKS AND ORDER FILLERS",NA,18000,18000,"Alabama/AL","279","01300","Alabama/AL","With private health insurance coverage","Without public health coverage","July through September","Black or African American alone","Black or African American alone","Black or African American alone","No","No","Yes","No",1,"No","No","No","No (includes GQ)",NA,NA,NA,NA,"OFF-STOCK CLERKS AND ORDER FILLERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",TRUE
"20083",90650,"P",1394710,2,4623,"Texas/TX",1007588,39,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",10000,15,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","Two times","No",2010,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Female","None","None",80000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Dutch","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","MFG-IRON AND STEEL MILLS AND STEEL PRODUCTS","6:45 a.m. to 6:49 a.m.","6:30 a.m. to 6:34 a.m.",NA,NA,"Now married, spouse present","MFG-IRON AND STEEL MILLS AND STEEL PRODUCTS","Native",NA,"No (includes GQ)","SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING","Females with own children under 6 years and 6 to 17 years",80000,90000,"Texas/TX","501 percent or more","04400","Texas/TX","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"7690",34592,"P",1419573,2,3202,"Illinois/IL",1007588,45,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,"No","No",NA,NA,"No",NA,NA,"No","No","No","No","No","No","No",0,NA,NA,"Worked at home",NA,"No, speaks only English","Married","No","No","One time","No",2005,"Yes, same house (nonmovers)","On active duty in the past, but not now","Did not serve this period","Served this period","Served this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Male","None","None",50000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Mexican","Not reported",NA,"Without a disability",NA,NA,"Civilian employed, at work","No",NA,NA,"No health insurance coverage","Mexican","TRN-TRUCK TRANSPORTATION",NA,NA,NA,NA,"Now married, spouse present","TRN-TRUCK TRANSPORTATION","Native",NA,"No (includes GQ)","TRN-LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",NA,50000,50000,"Illinois/IL","345","03200","Illinois/IL","Without private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"TRN-LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND","Gulf War: 8/1990 - 8/2001","US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"13939",63325,"P",1078006,1,3809,"New York/NY",1007588,32,"Born in the U.S.",NA,"Self employed not incorporated","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,20,NA,"Subway or elevated",NA,"No, speaks only English","Married","No","Yes","One time","No",2015,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",40000,"Male","None","None",70000,50,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Norwegian","Not reported",NA,"Without a disability",NA,NA,"Civilian employed, at work","No","BUSINESS MANAGEMENT AND ADMINISTRATION",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","INF-MOTION PICTURE AND VIDEO INDUSTRIES","5:20 p.m. to 5:24 p.m.","5:00 p.m. to 5:09 p.m.",NA,NA,"Now married, spouse present","INF-MOTION PICTURE AND VIDEO INDUSTRIES","Native",NA,"No (includes GQ)","ENT-PRODUCERS AND DIRECTORS",NA,110000,110000,"Oklahoma/OK","501 percent or more","03800","New York/NY","With private health insurance coverage","Without public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","No","No",NA,NA,"ENT-PRODUCERS AND DIRECTORS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"15419",70061,"P",627387,1,5000,"Ohio/OH",1007588,27,"Born in the U.S.",NA,"State government employee","No","No","No","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No",0,15,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Divorced","No","No","One time","No",2010,"No, different house in US or Puerto Rico","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",45000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Unclassified","Uncodable entries","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","EDU-COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS,INCLUDING JUNIOR COLLEGES","6:45 a.m. to 6:49 a.m.","6:30 a.m. to 6:34 a.m.","05000","Ohio/OH","Divorced","EDU-COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS, INCLUDING JUNIOR COLLEGES","Native",NA,"No (includes GQ)","CON-ELECTRICIANS",NA,45000,45000,"Ohio/OH","272","05000","Ohio/OH","With private health insurance coverage","Without public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"CON-ELECTRICIANS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
